,file_name,timestamp,updates_num,diff_updates_num,withdrawls_num,diff_withdrawls_num,peers_num,diff_peers_num,origins_num,diff_origins_num,prefixes_num,diff_prefixes_num,avg_update_per_peer,avg_update_per_origin,avg_prefix_per_peer,avg_prefix_per_origin,new_prefixes_num,more_specific_num,origins_of_new_prefixes,peers_of_new_prefixes,origins_of_more_specific_prefixes,peers_of_more_specific_prefixes,new_peers_num,new_origins_num,Leak_type
567,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1640.txt,1640,6792,-4487,767,20,8,0,164,-42,590,-362,944,46,259,3,547,0,127,7,0,0,0,92,0
568,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1650.txt,1650,6297,-495,601,-166,8,0,190,26,718,128,862,36,309,3,673,0,155,8,0,0,0,124,0
569,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1700.txt,1700,8661,2364,587,-14,8,0,221,31,804,86,1156,41,397,3,765,0,192,8,0,0,0,139,0
570,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1730.txt,1730,12245,3584,1350,763,8,0,232,11,1282,478,1699,58,533,5,1236,0,189,8,0,0,0,170,0
571,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1800.txt,1800,11419,-826,1028,-322,8,0,336,104,2077,795,1555,37,620,6,2025,0,303,8,0,0,0,266,0
572,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1900.txt,1900,6641,-4778,542,-486,8,0,167,-169,540,-1537,897,43,248,3,498,0,133,8,0,0,0,118,0
573,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.2000.txt,2000,14161,7520,627,85,8,0,332,165,1089,549,1848,44,492,3,1029,0,300,8,0,0,0,278,0
574,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.2100.txt,2100,13415,-746,844,217,8,0,279,-53,1176,87,1782,51,613,4,1138,0,246,7,0,0,0,231,0
575,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.2200.txt,2200,9925,-3490,897,53,8,0,177,-102,817,-359,1352,61,411,4,761,0,142,8,0,0,0,119,0
576,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.2300.txt,2300,7490,-2435,1100,203,8,0,140,-37,597,-220,1073,61,315,3,555,0,115,8,0,0,0,93,0
577,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.2330.txt,2330,13030,5540,906,-194,8,0,161,21,982,385,1742,86,652,6,901,0,124,8,0,0,0,119,0
578,verizon12Aug2014from748to752/rrc07\updates.20140812.0030.txt,30,3338,-371,255,-292,4,0,244,125,707,222,898,14,259,2,621,0,192,4,0,0,0,191,0
579,verizon12Aug2014from748to752/rrc07\updates.20140812.0100.txt,100,4297,959,221,-34,5,1,110,-134,879,172,903,41,400,8,843,0,67,4,0,0,1,68,0
580,verizon12Aug2014from748to752/rrc07\updates.20140812.0130.txt,130,1927,-2370,224,3,4,-1,87,-23,201,-678,537,24,77,2,161,0,55,4,0,0,0,39,0
581,verizon12Aug2014from748to752/rrc07\updates.20140812.0200.txt,200,2577,650,402,178,4,0,97,10,230,29,744,30,131,2,177,0,58,3,0,0,0,61,0
582,verizon12Aug2014from748to752/rrc07\updates.20140812.0230.txt,230,1944,-633,155,-247,4,0,84,-13,216,-14,524,24,82,2,178,0,58,4,0,0,0,51,0
583,verizon12Aug2014from748to752/rrc07\updates.20140812.0300.txt,300,3024,1080,288,133,4,0,113,29,369,153,828,29,211,3,335,0,79,3,0,0,0,83,0
584,verizon12Aug2014from748to752/rrc07\updates.20140812.0330.txt,330,3531,507,428,140,5,1,100,-13,319,-50,791,39,107,3,282,0,67,4,0,0,1,67,0
585,verizon12Aug2014from748to752/rrc07\updates.20140812.0400.txt,400,2650,-881,321,-107,5,0,138,38,398,79,594,21,196,3,361,0,94,4,0,0,0,98,0
586,verizon12Aug2014from748to752/rrc07\updates.20140812.0430.txt,430,7950,5300,430,109,6,1,224,86,1817,1419,1396,37,420,8,1784,0,187,6,0,0,1,185,0
587,verizon12Aug2014from748to752/rrc07\updates.20140812.0500.txt,500,4306,-3644,670,240,4,-2,184,-40,504,-1313,1244,27,301,2,472,0,134,3,0,0,0,135,0
588,verizon12Aug2014from748to752/rrc07\updates.20140812.0530.txt,530,15310,11004,563,-107,5,1,389,205,6512,6008,3174,40,1399,17,6484,0,358,5,0,0,1,330,0
589,verizon12Aug2014from748to752/rrc07\updates.20140812.0600.txt,600,6248,-9062,330,-233,4,-1,207,-182,2243,-4269,1644,31,710,11,2203,0,172,3,0,0,0,107,0
590,verizon12Aug2014from748to752/rrc07\updates.20140812.0630.txt,630,6437,189,318,-12,4,0,402,195,3666,1423,1688,16,975,9,3632,0,367,4,0,0,0,349,0
591,verizon12Aug2014from748to752/rrc07\updates.20140812.0700.txt,700,6145,-292,972,654,4,0,151,-251,740,-2926,1779,47,425,5,709,0,101,3,0,0,0,97,0
592,verizon12Aug2014from748to752/rrc07\updates.20140812.0710.txt,710,5862,-283,1180,208,5,1,117,-34,380,-360,1408,60,140,3,349,0,83,5,0,0,1,57,1
593,verizon12Aug2014from748to752/rrc07\updates.20140812.0720.txt,720,4854,-1008,846,-334,4,-1,123,6,394,14,1425,46,218,3,366,0,89,3,0,0,0,69,1
594,verizon12Aug2014from748to752/rrc07\updates.20140812.0725.txt,725,4926,72,807,-39,4,0,118,-5,461,67,1433,48,190,4,432,0,86,4,0,0,1,50,1
595,verizon12Aug2014from748to752/rrc07\updates.20140812.0730.txt,730,8598,3672,1616,809,5,1,174,56,864,403,2042,58,292,5,830,0,135,4,0,0,2,93,1
596,verizon12Aug2014from748to752/rrc07\updates.20140812.0735.txt,735,5516,-3082,1046,-570,3,-2,180,6,665,-199,2187,36,330,3,630,0,136,3,0,0,0,97,1
597,verizon12Aug2014from748to752/rrc07\updates.20140812.0740.txt,740,4950,-566,867,-179,5,2,154,-26,492,-173,1163,37,215,3,453,0,111,4,0,0,2,69,1
598,verizon12Aug2014from748to752/rrc07\updates.20140812.0745.txt,745,47685,42735,1247,380,6,1,353,199,24742,24250,8155,138,5151,71,24714,0,288,6,0,0,2,265,1
599,verizon12Aug2014from748to752/rrc07\updates.20140812.0750.txt,750,77704,30019,55658,54411,7,1,1034,681,32310,7568,19051,128,7164,34,32277,0,867,7,0,0,1,810,1
600,verizon12Aug2014from748to752/rrc07\updates.20140812.0755.txt,755,13291,-64413,2425,-53233,8,1,665,-369,5404,-26906,1964,23,730,6,5372,0,594,7,0,0,1,227,1
601,verizon12Aug2014from748to752/rrc07\updates.20140812.0800.txt,800,15744,2453,1492,-933,6,-2,589,-76,3812,-1592,2872,29,854,6,3779,0,521,6,0,0,0,248,1
602,verizon12Aug2014from748to752/rrc07\updates.20140812.0805.txt,805,19337,3593,1943,451,8,2,682,93,3863,51,2660,31,705,5,3827,10,591,8,2,1,2,450,0
603,verizon12Aug2014from748to752/rrc07\updates.20140812.0810.txt,810,15839,-3498,1407,-536,7,-1,452,-230,2154,-1709,2463,38,461,5,2124,0,392,7,0,0,0,93,0
604,verizon12Aug2014from748to752/rrc07\updates.20140812.0815.txt,815,16267,428,1596,189,7,0,479,27,2638,484,2551,37,695,5,2602,0,421,6,0,0,1,246,0
605,verizon12Aug2014from748to752/rrc07\updates.20140812.0820.txt,820,9265,-7002,843,-753,6,-1,321,-158,1642,-996,1684,31,561,5,1610,0,282,5,0,0,0,147,0
606,verizon12Aug2014from748to752/rrc07\updates.20140812.0825.txt,825,10434,1169,669,-174,7,1,299,-22,1921,279,1586,37,562,6,1894,0,257,7,0,0,2,150,0
607,verizon12Aug2014from748to752/rrc07\updates.20140812.0830.txt,830,6396,-4038,563,-106,7,0,297,-2,1705,-216,994,23,355,5,1676,0,254,6,0,0,0,159,0
608,verizon12Aug2014from748to752/rrc07\updates.20140812.0900.txt,900,5491,-905,896,333,5,-2,236,-61,973,-732,1277,27,356,4,941,0,203,4,0,0,0,151,0
609,verizon12Aug2014from748to752/rrc07\updates.20140812.0930.txt,930,7290,1799,663,-233,7,2,242,6,1318,345,1136,32,324,5,1283,0,195,7,0,0,2,171,0
610,verizon12Aug2014from748to752/rrc07\updates.20140812.1000.txt,1000,6429,-861,495,-168,6,-1,253,11,1541,223,1154,27,517,6,1508,0,219,5,0,0,1,193,0
611,verizon12Aug2014from748to752/rrc07\updates.20140812.1030.txt,1030,36058,29629,6886,6391,4,-2,1840,1587,27867,26326,10736,23,6661,14,27829,9,1749,4,3,1,0,1777,0
612,verizon12Aug2014from748to752/rrc07\updates.20140812.1100.txt,1100,20952,-15106,1533,-5353,4,0,1031,-809,8709,-19158,5621,21,2588,8,8666,0,971,4,0,0,0,368,0
613,verizon12Aug2014from748to752/rrc07\updates.20140812.1130.txt,1130,3956,-16996,503,-1030,5,1,184,-847,633,-8076,891,24,258,3,599,0,143,5,0,0,1,117,0
614,verizon12Aug2014from748to752/rrc07\updates.20140812.1200.txt,1200,5613,1657,1435,932,5,0,302,118,2054,1421,1409,23,899,6,2018,0,242,4,0,0,1,238,0
615,verizon12Aug2014from748to752/rrc07\updates.20140812.1230.txt,1230,4737,-876,393,-1042,4,-1,218,-84,823,-1231,1282,23,317,3,784,0,179,4,0,0,0,161,0
616,verizon12Aug2014from748to752/rrc07\updates.20140812.1300.txt,1300,4688,-49,487,94,6,2,169,-49,860,37,862,30,259,5,826,0,133,5,0,0,2,118,0
617,verizon12Aug2014from748to752/rrc07\updates.20140812.1330.txt,1330,4329,-359,493,6,4,-2,194,25,728,-132,1205,24,286,3,696,0,160,4,0,0,0,138,0
618,verizon12Aug2014from748to752/rrc07\updates.20140812.1400.txt,1400,6156,1827,837,344,6,2,210,16,976,248,1165,33,375,4,939,0,165,5,0,0,2,157,0
619,verizon12Aug2014from748to752/rrc07\updates.20140812.1430.txt,1430,4063,-2093,330,-507,5,-1,172,-38,1082,106,878,25,355,6,1048,0,136,4,0,0,1,123,0
620,verizon12Aug2014from748to752/rrc07\updates.20140812.1500.txt,1500,4984,921,1133,803,6,1,191,19,1222,140,1019,32,317,4,1183,0,147,5,0,0,2,135,0
621,verizon12Aug2014from748to752/rrc07\updates.20140812.1530.txt,1530,21972,16988,2571,1438,5,-1,245,54,1838,616,4908,100,725,7,1803,0,213,4,0,0,1,156,0
622,verizon12Aug2014from748to752/rrc07\updates.20140812.1600.txt,1600,3139,-18833,360,-2211,4,-1,146,-99,598,-1240,874,23,307,4,561,0,106,3,0,0,0,104,0
623,verizon12Aug2014from748to752/rrc07\updates.20140812.1630.txt,1630,3835,696,569,209,5,1,154,8,515,-83,880,28,164,3,483,0,126,4,0,0,1,113,0
624,verizon12Aug2014from748to752/rrc07\updates.20140812.1700.txt,1700,5312,1477,697,128,4,-1,162,8,754,239,1502,37,435,4,722,2,126,3,1,1,0,126,0
625,verizon12Aug2014from748to752/rrc07\updates.20140812.1730.txt,1730,2643,-2669,370,-327,4,0,123,-39,253,-501,753,24,118,2,219,0,76,4,0,0,0,77,0
626,verizon12Aug2014from748to752/rrc07\updates.20140812.1800.txt,1800,5972,3329,843,473,5,1,187,64,821,568,1363,36,336,4,786,0,148,4,0,0,1,145,0
627,verizon12Aug2014from748to752/rrc07\updates.20140812.1830.txt,1830,3672,-2300,330,-513,4,-1,157,-30,545,-276,1000,25,227,3,512,0,123,4,0,0,0,120,0
628,verizon12Aug2014from748to752/rrc07\updates.20140812.1900.txt,1900,5333,1661,593,263,4,0,168,11,1003,458,1481,35,583,6,969,0,128,3,0,0,0,130,0
629,verizon12Aug2014from748to752/rrc07\updates.20140812.1930.txt,1930,10099,4766,1245,652,5,1,289,121,2893,1890,2268,39,711,10,2783,0,247,5,0,0,1,206,0
630,verizon12Aug2014from748to752/rrc07\updates.20140812.2000.txt,2000,8483,-1616,674,-571,5,0,252,-37,2953,60,1831,36,663,11,2913,0,210,5,0,0,1,198,0
631,verizon12Aug2014from748to752/rrc07\updates.20140812.2030.txt,2030,4324,-4159,436,-238,5,0,140,-112,601,-2352,952,34,199,4,573,0,106,4,0,0,1,93,0
632,verizon12Aug2014from748to752/rrc07\updates.20140812.2100.txt,2100,5926,1602,1322,886,4,-1,166,26,950,349,1812,43,525,5,916,0,127,3,0,0,0,120,0
633,verizon12Aug2014from748to752/rrc07\updates.20140812.2130.txt,2130,5602,-324,978,-344,7,3,211,45,1333,383,940,31,304,5,1301,0,171,7,0,0,3,155,0
634,verizon12Aug2014from748to752/rrc07\updates.20140812.2200.txt,2200,5195,-407,464,-514,4,-3,205,-6,816,-517,1414,27,268,4,783,0,164,4,0,0,0,161,0
635,verizon12Aug2014from748to752/rrc07\updates.20140812.2230.txt,2230,4339,-856,316,-148,5,1,171,-34,784,-32,931,27,297,4,744,0,135,3,0,0,1,128,0
636,verizon12Aug2014from748to752/rrc07\updates.20140812.2300.txt,2300,10158,5819,1841,1525,5,0,203,32,1548,764,2399,59,560,7,1512,0,160,5,0,0,1,144,0
637,verizon12Aug2014from748to752/rrc07\updates.20140812.2330.txt,2330,3062,-7096,287,-1554,4,-1,127,-76,417,-1131,837,26,177,3,384,0,92,3,0,0,0,91,0
638,volumedrive18sep2014from7to10/rrc03\updates.20140918.0030.txt,30,10711,5221,1520,-82,16,2,540,338,2386,770,764,22,445,4,2114,7,473,14,2,2,2,464,0
639,volumedrive18sep2014from7to10/rrc03\updates.20140918.0100.txt,100,7884,-2827,2535,1015,18,2,318,-222,1699,-687,578,32,243,4,1330,7,248,14,1,1,4,215,0
640,volumedrive18sep2014from7to10/rrc03\updates.20140918.0130.txt,130,5941,-1943,2257,-278,17,-1,157,-161,674,-1025,482,52,121,2,582,0,104,14,0,0,2,92,0
641,volumedrive18sep2014from7to10/rrc03\updates.20140918.0200.txt,200,11002,5061,4339,2082,16,-1,218,61,1321,647,958,70,347,5,1226,0,153,13,0,0,0,149,0
642,volumedrive18sep2014from7to10/rrc03\updates.20140918.0230.txt,230,13865,2863,2183,-2156,15,-1,290,72,2183,862,1069,55,621,7,2094,2,236,13,2,1,2,212,0
643,volumedrive18sep2014from7to10/rrc03\updates.20140918.0300.txt,300,12202,-1663,4277,2094,14,-1,256,-34,1751,-432,1177,64,454,6,1659,1,175,11,1,1,0,193,0
644,volumedrive18sep2014from7to10/rrc03\updates.20140918.0330.txt,330,5852,-6350,1836,-2441,16,2,173,-83,634,-1117,480,44,122,3,550,0,114,13,0,0,3,119,0
645,volumedrive18sep2014from7to10/rrc03\updates.20140918.0400.txt,400,8153,2301,2277,441,15,-1,181,8,728,94,695,57,190,3,646,6,119,13,2,2,1,119,0
646,volumedrive18sep2014from7to10/rrc03\updates.20140918.0430.txt,430,8217,64,2231,-46,15,0,162,-19,823,95,696,64,196,4,752,4,114,11,2,2,1,97,0
647,volumedrive18sep2014from7to10/rrc03\updates.20140918.0500.txt,500,26825,18608,5919,3688,16,1,707,545,11276,10453,2046,46,1202,15,11172,4,645,12,3,2,1,644,0
648,volumedrive18sep2014from7to10/rrc03\updates.20140918.0530.txt,530,12949,-13876,3555,-2364,14,-2,159,-548,1017,-10259,1178,103,220,5,940,0,116,11,0,0,0,90,0
649,volumedrive18sep2014from7to10/rrc03\updates.20140918.0600.txt,600,14585,1636,4040,485,14,0,205,46,1129,112,1330,90,301,4,1044,0,150,12,0,0,0,133,0
650,volumedrive18sep2014from7to10/rrc03\updates.20140918.0630.txt,630,8780,-5805,3193,-847,16,2,387,182,2346,1217,748,30,281,5,2106,26,321,14,10,2,2,308,0
651,volumedrive18sep2014from7to10/rrc03\updates.20140918.0645.txt,645,13216,4436,2943,-250,14,-2,470,83,4517,2171,1154,34,560,9,4446,12,414,11,7,2,0,328,1
652,volumedrive18sep2014from7to10/rrc03\updates.20140918.0700.txt,700,53695,40479,97145,94202,16,2,1369,899,67780,63263,9427,110,3222,27,67486,1364,1048,13,182,5,3,1127,1
653,volumedrive18sep2014from7to10/rrc03\updates.20140918.0715.txt,715,28878,-24817,59302,-37843,15,-1,2388,1019,54526,-13254,5878,36,1527,8,53986,85,2227,11,27,2,3,1961,1
654,volumedrive18sep2014from7to10/rrc03\updates.20140918.0730.txt,730,37155,8277,28062,-31240,13,-2,1850,-538,29905,-24621,5016,35,1330,6,29690,23,1785,12,8,4,1,1279,1
655,volumedrive18sep2014from7to10/rrc03\updates.20140918.0745.txt,745,24109,-13046,25917,-2145,13,0,2189,339,32380,2475,3848,22,1317,5,31897,37,2094,11,13,2,2,1594,1
656,volumedrive18sep2014from7to10/rrc03\updates.20140918.0800.txt,800,13015,-11094,7058,-18859,15,2,387,-1802,5301,-27079,1338,51,543,5,5225,0,298,14,0,0,4,262,1
657,volumedrive18sep2014from7to10/rrc03\updates.20140918.0815.txt,815,17757,4742,6175,-883,16,1,387,0,3423,-1878,1495,61,596,6,3358,0,337,14,0,0,3,280,0
658,volumedrive18sep2014from7to10/rrc03\updates.20140918.0830.txt,830,11509,-6248,3977,-2198,15,-1,497,110,3261,-162,1032,31,429,5,3058,0,435,13,0,0,1,312,0
659,volumedrive18sep2014from7to10/rrc03\updates.20140918.0845.txt,845,9640,-1869,2997,-980,14,-1,348,-149,2266,-995,902,36,342,6,2066,0,283,13,0,0,1,161,0
660,volumedrive18sep2014from7to10/rrc03\updates.20140918.0900.txt,900,8037,-1603,3689,692,15,1,331,-17,2346,80,781,35,275,2,2263,3,282,14,3,3,3,260,0
661,volumedrive18sep2014from7to10/rrc03\updates.20140918.0915.txt,915,5746,-2291,1274,-2415,13,-2,176,-155,811,-1535,540,39,168,3,764,0,133,11,0,0,1,112,0
662,volumedrive18sep2014from7to10/rrc03\updates.20140918.0930.txt,930,29366,23620,2483,1209,12,-1,485,309,4322,3511,2654,65,965,9,4265,17,435,11,2,1,1,420,0
663,volumedrive18sep2014from7to10/rrc03\updates.20140918.0945.txt,945,11759,-17607,2247,-236,13,1,242,-243,966,-3356,1077,57,362,4,914,1,186,13,1,1,2,165,0
664,volumedrive18sep2014from7to10/rrc03\updates.20140918.1000.txt,1000,20177,8418,3415,1168,15,2,907,665,4015,3049,1572,26,669,4,3954,3,842,13,3,2,3,793,0
665,volumedrive18sep2014from7to10/rrc03\updates.20140918.1015.txt,1015,6724,-13453,1442,-1973,14,-1,202,-705,698,-3317,583,40,179,3,645,2,156,13,1,1,2,102,0
666,volumedrive18sep2014from7to10/rrc03\updates.20140918.1030.txt,1030,15256,8532,2694,1252,13,-1,336,134,2938,2240,1380,53,694,8,2884,0,286,11,0,0,1,268,0
667,volumedrive18sep2014from7to10/rrc03\updates.20140918.1100.txt,1100,6888,-8368,1047,-1647,13,0,185,-151,604,-2334,610,42,185,3,565,0,141,11,0,0,1,114,0
668,volumedrive18sep2014from7to10/rrc03\updates.20140918.1130.txt,1130,11701,4813,1524,477,13,0,302,117,2605,2001,1017,43,364,8,2368,1,250,11,1,1,0,218,0
669,volumedrive18sep2014from7to10/rrc03\updates.20140918.1200.txt,1200,8053,-3648,1198,-326,14,1,200,-102,747,-1858,660,46,214,3,683,0,149,11,0,0,1,115,0
670,volumedrive18sep2014from7to10/rrc03\updates.20140918.1230.txt,1230,10499,2446,1621,423,14,0,355,155,1388,641,865,34,312,4,1253,0,307,10,0,0,2,294,0
671,volumedrive18sep2014from7to10/rrc03\updates.20140918.1300.txt,1300,9096,-1403,1343,-278,15,1,218,-137,838,-550,695,47,211,3,795,0,173,12,0,0,1,147,0
672,volumedrive18sep2014from7to10/rrc03\updates.20140918.1330.txt,1330,8301,-795,1410,67,15,0,208,-10,1200,362,647,46,214,6,1161,0,165,13,0,0,1,141,0
673,volumedrive18sep2014from7to10/rrc03\updates.20140918.1400.txt,1400,10500,2199,1362,-48,15,0,178,-30,678,-522,790,66,257,4,617,0,119,12,0,0,1,107,0
674,volumedrive18sep2014from7to10/rrc03\updates.20140918.1430.txt,1430,34157,23657,1422,60,14,-1,1121,943,5827,5149,2541,31,1671,5,5682,0,1077,12,0,0,1,1052,0
675,volumedrive18sep2014from7to10/rrc03\updates.20140918.1500.txt,1500,8626,-25531,1705,283,14,0,190,-931,601,-5226,737,54,216,3,549,2,133,12,1,1,0,130,0
676,volumedrive18sep2014from7to10/rrc03\updates.20140918.1530.txt,1530,10797,2171,1343,-362,12,-2,249,59,1033,432,1011,48,328,4,995,1,204,11,1,1,0,181,0
677,volumedrive18sep2014from7to10/rrc03\updates.20140918.1600.txt,1600,6842,-3955,1131,-212,13,1,189,-60,510,-523,613,42,176,2,456,2,142,11,1,1,1,115,0
678,volumedrive18sep2014from7to10/rrc03\updates.20140918.1630.txt,1630,5453,-1389,867,-264,14,1,171,-18,599,89,451,36,134,3,559,1,127,12,1,1,2,107,0
679,volumedrive18sep2014from7to10/rrc03\updates.20140918.1700.txt,1700,7989,2536,1144,277,14,0,217,46,772,173,652,42,217,3,719,0,164,11,0,0,1,151,0
680,volumedrive18sep2014from7to10/rrc03\updates.20140918.1730.txt,1730,7481,-508,1163,19,14,0,157,-60,619,-153,617,55,183,4,564,0,110,11,0,0,1,81,0
681,volumedrive18sep2014from7to10/rrc03\updates.20140918.1800.txt,1800,8143,662,1014,-149,16,2,222,65,927,308,572,41,208,4,878,0,176,11,0,0,2,154,0
682,volumedrive18sep2014from7to10/rrc03\updates.20140918.1830.txt,1830,7439,-704,2248,1234,15,-1,171,-51,733,-194,645,56,193,4,691,2,123,12,1,1,1,105,0
683,volumedrive18sep2014from7to10/rrc03\updates.20140918.1900.txt,1900,6878,-561,1404,-844,15,0,235,64,706,-27,552,35,191,3,661,0,186,12,0,0,0,169,0
684,volumedrive18sep2014from7to10/rrc03\updates.20140918.1930.txt,1930,8174,1296,640,-764,16,1,632,397,2668,1962,550,13,370,4,2626,0,589,13,0,0,2,572,0
685,volumedrive18sep2014from7to10/rrc03\updates.20140918.2000.txt,2000,15337,7163,2981,2341,15,-1,172,-460,1335,-1333,1221,106,432,8,1279,0,133,11,0,0,0,110,0
686,volumedrive18sep2014from7to10/rrc03\updates.20140918.2030.txt,2030,5036,-10301,941,-2040,13,-2,224,52,671,-664,459,26,162,3,619,2,183,11,1,1,0,159,0
687,volumedrive18sep2014from7to10/rrc03\updates.20140918.2100.txt,2100,9789,4753,919,-22,14,1,262,38,1934,1263,764,40,349,7,1896,0,222,10,0,0,1,206,0
688,volumedrive18sep2014from7to10/rrc03\updates.20140918.2130.txt,2130,13440,3651,870,-49,13,-1,206,-56,1587,-347,1100,69,496,7,1515,0,157,11,0,0,1,153,0
689,volumedrive18sep2014from7to10/rrc03\updates.20140918.2200.txt,2200,16470,3030,2096,1226,14,1,288,82,2421,834,1326,64,641,8,2282,2,234,11,1,1,1,230,0
690,volumedrive18sep2014from7to10/rrc03\updates.20140918.2230.txt,2230,5559,-10911,1057,-1039,15,1,183,-105,672,-1749,441,36,142,3,618,0,131,12,0,0,2,131,0
691,volumedrive18sep2014from7to10/rrc03\updates.20140918.2300.txt,2300,5442,-117,820,-237,13,-2,156,-27,658,-14,481,40,132,4,614,0,110,11,0,0,1,102,0
692,volumedrive18sep2014from7to10/rrc03\updates.20140918.2330.txt,2330,14682,9240,1313,493,14,1,739,583,6305,5647,1142,21,773,8,6244,12,683,11,5,4,2,678,0
693,china8april2010from1550to1610/rrcc13\updates.20100410.0100.txt,100,3048,-497,677,-281,10,-2,115,13,438,12,372,32,109,2,375,0,75,7,0,0,0,76,0
694,china8april2010from1550to1610/rrcc13\updates.20100410.0200.txt,200,1953,-1095,747,70,10,0,91,-24,428,-10,270,29,89,2,367,0,58,7,0,0,1,60,0
695,china8april2010from1550to1610/rrcc13\updates.20100410.0300.txt,300,3679,1726,1320,573,10,0,99,8,866,438,499,50,197,4,828,0,73,8,0,0,1,70,0
696,china8april2010from1550to1610/rrcc13\updates.20100410.0400.txt,400,4942,1263,2327,1007,11,1,164,65,1354,488,660,44,223,3,1302,0,130,9,0,0,1,126,0
697,china8april2010from1550to1610/rrcc13\updates.20100410.0500.txt,500,3025,-1917,2462,135,10,-1,86,-78,1164,-190,548,63,107,2,1124,0,57,8,0,0,0,51,0
698,china8april2010from1550to1610/rrcc13\updates.20100410.0600.txt,600,6844,3819,3029,567,10,0,146,60,1760,596,987,67,307,4,1713,0,113,9,0,0,1,112,0
699,china8april2010from1550to1610/rrcc13\updates.20100410.0700.txt,700,2563,-4281,2808,-221,9,-1,129,-17,1719,-41,596,41,114,2,1684,0,104,9,0,0,0,92,0
700,china8april2010from1550to1610/rrcc13\updates.20100410.0800.txt,800,3228,665,2767,-41,10,1,85,-44,1543,-176,599,70,120,3,1504,0,59,8,0,0,1,52,0
701,china8april2010from1550to1610/rrcc13\updates.20100410.0900.txt,900,1907,-1321,4101,1334,9,-1,88,3,2226,683,667,68,80,2,2188,0,59,7,0,0,0,55,0
702,china8april2010from1550to1610/rrcc13\updates.20100410.1000.txt,1000,2318,411,4217,116,11,2,70,-18,2239,13,594,93,91,2,2195,0,41,8,0,0,2,39,0
703,china8april2010from1550to1610/rrcc13\updates.20100410.1100.txt,1100,2506,188,3990,-227,10,-1,116,46,2066,-173,649,56,124,2,2025,0,86,10,0,0,0,80,0
704,china8april2010from1550to1610/rrcc13\updates.20100410.1200.txt,1200,2710,204,3178,-812,12,2,89,-27,1543,-523,490,66,106,2,1493,0,51,10,0,0,2,48,0
705,china8april2010from1550to1610/rrcc13\updates.20100410.1300.txt,1300,2838,128,3202,24,10,-2,116,27,1665,122,604,52,128,3,1623,0,82,9,0,0,0,75,0
706,china8april2010from1550to1610/rrcc13\updates.20100410.1400.txt,1400,3022,184,3202,0,13,3,88,-28,1444,-221,478,70,86,2,1406,0,57,10,0,0,3,55,0
707,china8april2010from1550to1610/rrcc13\updates.20100410.1500.txt,1500,4839,1817,2951,-251,9,-4,89,1,1689,245,865,87,174,3,1652,0,63,8,0,0,0,54,0
708,china8april2010from1550to1610/rrcc13\updates.20100410.1530.txt,1530,9866,5027,4032,1081,10,1,120,31,2120,431,1389,115,454,6,2094,0,90,9,0,0,1,79,0
709,china8april2010from1550to1610/rrcc13\updates.20100410.1545.txt,1545,2422,-7444,3425,-607,9,-1,73,-47,1751,-369,649,80,82,2,1719,0,49,8,0,0,0,39,0
710,china8april2010from1550to1610/rrcc13\updates.20100410.1550.txt,1550,1709,-713,3098,-327,10,1,79,6,1747,-4,480,60,72,2,1722,0,55,9,0,0,1,38,0
711,china8april2010from1550to1610/rrcc13\updates.20100410.1555.txt,1555,1796,87,3030,-68,12,2,79,0,1592,-155,402,61,74,2,1560,0,51,9,0,0,2,35,0
712,china8april2010from1550to1610/rrcc13\updates.20100410.1600.txt,1600,2934,1138,3233,203,11,-1,82,3,1720,128,560,75,88,2,1679,0,57,8,0,0,1,32,0
713,china8april2010from1550to1610/rrcc13\updates.20100410.1605.txt,1605,1989,-945,3159,-74,11,0,75,-7,1747,27,468,68,82,3,1716,0,45,9,0,0,1,31,0
714,china8april2010from1550to1610/rrcc13\updates.20100410.1610.txt,1610,5393,3404,3822,663,10,-1,77,2,1861,114,921,119,215,5,1825,0,50,8,0,0,1,33,0
715,china8april2010from1550to1610/rrcc13\updates.20100410.1615.txt,1615,3766,-1627,2878,-944,10,0,92,15,1687,-174,664,72,188,3,1653,0,64,9,0,0,1,39,0
716,china8april2010from1550to1610/rrcc13\updates.20100410.1620.txt,1620,2288,-1478,3311,433,10,0,82,-10,1864,177,559,68,74,2,1837,0,57,8,0,0,1,28,0
717,china8april2010from1550to1610/rrcc13\updates.20100410.1625.txt,1625,9115,6827,3442,131,9,-1,90,8,2042,178,1395,139,421,6,2012,0,61,9,0,0,0,45,0
718,china8april2010from1550to1610/rrcc13\updates.20100410.1630.txt,1630,3359,-5756,3730,288,9,0,79,-11,1845,-197,787,89,147,3,1816,0,57,8,0,0,0,29,0
